"libelleNomsArtistes","numero","titre","dateProduction","categorie","materiaux","dimensions","lieuProduction","emplacementOeuvresDansLaVille","provenance","collection","departement","dateAcquisition","oeuvrePrincipale","oeuvrePrincipaleId","elements","elementsId","nomsArtistesTries","artistes","artistesId","evenements","evenementsId","publications","publicationsId","images","id"
"Albert Dumouchel","D 00 88 D 26 (3)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","50,2 x 65 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Sur papier ou presque… Œuvres de la Collection du Musée d’art contemporain de Montréal, 2008-11-21 → 2009-02-22 [Exposition – collection] | En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","sur-papier-ou-presque-oeuvres-de-la-collection-du-musee | en-serie-suite-et-fin","Sur papier ou presque…, 2008 [Catalogue]","sur-papier-ou-presque","https://macrepertoire.macm.org/kit/d-00-88-d-26-3/","sans-titre-le-voyage-d-hiver-3"
"Albert Dumouchel","D 00 88 D 26 (25)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","65 x 50,2 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","","","https://macrepertoire.macm.org/kit/d-00-88-d-26-25/","sans-titre-le-voyage-d-hiver-25"
"Albert Dumouchel","D 00 88 D 26 (2)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","65 x 50,2 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","","","https://macrepertoire.macm.org/kit/d-00-88-d-26-2/","sans-titre-le-voyage-d-hiver-2"
"Albert Dumouchel","D 00 88 D 26 (15)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","50,2 x 65 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","","","https://macrepertoire.macm.org/kit/d-00-88-d-26-15/","sans-titre-le-voyage-d-hiver-15"
"Albert Dumouchel","D 00 88 D 26 (5)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","65 x 50,2 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","Le journal du Musée d’art contemporain de Montréal, 2002 [Journal]","le-journal-du-musee-d-art-contemporain-de-montreal_2002-1","https://macrepertoire.macm.org/kit/d-00-88-d-26-5/","sans-titre-le-voyage-d-hiver-5"
"Albert Dumouchel","D 00 88 D 26 (26)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","50,2 x 65 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","","","https://macrepertoire.macm.org/kit/d-00-88-d-26-26/","sans-titre-le-voyage-d-hiver-26"
"Albert Dumouchel","D 00 88 D 26 (8)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","50,2 x 65 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Sur papier ou presque… Œuvres de la Collection du Musée d’art contemporain de Montréal, 2008-11-21 → 2009-02-22 [Exposition – collection] | En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","sur-papier-ou-presque-oeuvres-de-la-collection-du-musee | en-serie-suite-et-fin","Sur papier ou presque…, 2008 [Catalogue]","sur-papier-ou-presque","https://macrepertoire.macm.org/kit/d-00-88-d-26-8/","sans-titre-le-voyage-d-hiver-8"
"Albert Dumouchel","D 00 88 D 26 (24)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","65 x 50,2 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","","","https://macrepertoire.macm.org/kit/d-00-88-d-26-24/","sans-titre-le-voyage-d-hiver-24"
"Albert Dumouchel","D 00 88 D 26 (20)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","50,2 x 65 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","","","https://macrepertoire.macm.org/kit/d-00-88-d-26-20/","sans-titre-le-voyage-d-hiver-20"
"Albert Dumouchel","D 00 88 D 26 (23)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","65 x 50,2 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","","","https://macrepertoire.macm.org/kit/d-00-88-d-26-23/","sans-titre-le-voyage-d-hiver-23"
"Albert Dumouchel","D 00 88 D 26 (19)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","50,2 x 65 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Sur papier ou presque… Œuvres de la Collection du Musée d’art contemporain de Montréal, 2008-11-21 → 2009-02-22 [Exposition – collection] | En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","sur-papier-ou-presque-oeuvres-de-la-collection-du-musee | en-serie-suite-et-fin","Sur papier ou presque…, 2008 [Catalogue]","sur-papier-ou-presque","https://macrepertoire.macm.org/kit/d-00-88-d-26-19/","sans-titre-le-voyage-d-hiver-19"
"Albert Dumouchel","D 00 88 D 26 (12)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","50,2 x 65 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Sur papier ou presque… Œuvres de la Collection du Musée d’art contemporain de Montréal, 2008-11-21 → 2009-02-22 [Exposition – collection] | En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","sur-papier-ou-presque-oeuvres-de-la-collection-du-musee | en-serie-suite-et-fin","Sur papier ou presque…, 2008 [Catalogue]","sur-papier-ou-presque","https://macrepertoire.macm.org/kit/d-00-88-d-26-12/","sans-titre-le-voyage-d-hiver-12"
"Albert Dumouchel","D 00 88 D 26 (7)","Sans titre (tiré de l’ensemble « Le Voyage d’hiver »)","1970","Dessin","Fusain sur papier","50,2 x 65 cm","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","Albert Dumouchel : Le Voyage d’hiver, 1970","le-voyage-d-hiver","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","","","https://macrepertoire.macm.org/kit/d-00-88-d-26-7/","sans-titre-le-voyage-d-hiver-7"
"Albert Dumouchel","D 00 88 D 26","Le Voyage d’hiver","1970","Dessin","26 fusains sur papier","65 x 50,2 cm (1,2,5,6,10,13,18,23,24,25); 50,2 x 65 cm (3,4,7,8,9,11,12,14,15,16,17,19,20,21,22,26)","Saint-Jean-sur-Richelieu (Québec), Canada","","Don de monsieur François Beauchamp","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","","","Albert Dumouchel : La Grange (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : La Rivière aux Agniers (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : La Rivière aux Agniers (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970 | Albert Dumouchel : Sans titre (tiré de l’ensemble « Le Voyage d’hiver »), 1970","sans-titre-le-voyage-d-hiver-1 | sans-titre-le-voyage-d-hiver-2 | sans-titre-le-voyage-d-hiver-3 | sans-titre-le-voyage-d-hiver-4 | sans-titre-le-voyage-d-hiver-5 | sans-titre-le-voyage-d-hiver-6 | sans-titre-le-voyage-d-hiver-7 | sans-titre-le-voyage-d-hiver-8 | sans-titre-le-voyage-d-hiver-9 | sans-titre-le-voyage-d-hiver-10 | sans-titre-le-voyage-d-hiver-11 | sans-titre-le-voyage-d-hiver-12 | sans-titre-le-voyage-d-hiver-13 | sans-titre-le-voyage-d-hiver-14 | sans-titre-le-voyage-d-hiver-15 | sans-titre-le-voyage-d-hiver-16 | sans-titre-le-voyage-d-hiver-17 | sans-titre-le-voyage-d-hiver-18 | sans-titre-le-voyage-d-hiver-19 | sans-titre-le-voyage-d-hiver-20 | sans-titre-le-voyage-d-hiver-21 | sans-titre-le-voyage-d-hiver-22 | sans-titre-le-voyage-d-hiver-23 | sans-titre-le-voyage-d-hiver-24 | sans-titre-le-voyage-d-hiver-25 | sans-titre-le-voyage-d-hiver-26","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","En série, suite et fin, 2002-05-24 → 2002-09-02 [Exposition – collection]","en-serie-suite-et-fin","","","https://macrepertoire.macm.org/kit/d-00-88-d-26-1/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-2/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-3/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-4/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-5/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-6/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-7/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-8/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-9/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-10/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-11/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-12/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-13/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-14/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-15/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-16/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-17/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-18/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-19/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-20/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-21/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-22/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-23/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-24/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-25/ | https://macrepertoire.macm.org/kit/d-00-88-d-26-26/","le-voyage-d-hiver"
"Albert Dumouchel","A 73 56 G 1","La Belle Hélène","1970","Estampe","Gravure sur bois de fil, 5/5","64,4 x 46,9 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","La Collection : tableau inaugural, 1992-05-28 → 1994-04-03 [Exposition – collection] | Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","la-collection-tableau-inaugural | albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","La Collection : Tableau inaugural, 1992 [Catalogue] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue] | Rétrospective de l’œuvre gravé d’Albert Dumouchel, 1974 [Journal]","la-collection-tableau-inaugural | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave | retrospective-de-l-oeuvre-grave-d-albert-dumouchel_ateliers-1974-5","https://macrepertoire.macm.org/kit/a-73-56-g-1/","la-belle-helene"
"Albert Dumouchel","A 73 57 G 1","L’Étreinte","1970","Estampe","Gravure sur bois de fil, 3/3","48,8 x 61,8 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","La Collection : tableau inaugural, 1992-05-28 → 1994-04-03 [Exposition – collection] | Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","la-collection-tableau-inaugural | albert-dumouchel-un-survol-de-l-oeuvre-gravee | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","La Collection : Tableau inaugural, 1992 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue] | Rétrospective de l’œuvre gravé d’Albert Dumouchel, 1974 [Journal]","la-collection-tableau-inaugural | albert-dumouchel-retrospective-de-l-oeuvre-grave | retrospective-de-l-oeuvre-grave-d-albert-dumouchel_ateliers-1974-5","https://macrepertoire.macm.org/kit/a-73-57-g-1/","l-etreinte"
"Albert Dumouchel","D 04 418 E 1","Les Amants de Venise","1969","Estampe","Lithographie, 13/15","76,5 x 56,5 cm","","","Don anonyme","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2004","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","","","","","https://macrepertoire.macm.org/kit/d-04-418-e-1/","les-amants-de-venise"
"Albert Dumouchel","A 73 55 G 1","Le Baiser","1969","Estampe","Taille-douce et pointe-sèche, 4/4","49,8 x 64,8 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-55-g-1/","le-baiser"
"Albert Dumouchel","D 97 67 E 1","Le Couple danois (version n/b)","1969","Estampe","Gravure sur bois, 14/14","48,6 x 62,8 cm","","","Don de monsieur Jacques Cleary","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1997","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","","","","","https://macrepertoire.macm.org/kit/d-97-67-e-1/","le-couple-danois-version-nb"
"Albert Dumouchel","A 73 54 G 1","La Maison de madame T.","1969","Estampe","Gravure sur bois de fil, 14/15","67,7 x 53 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-54-g-1/","la-maison-de-madame-t"
"Albert Dumouchel","A 73 53 G 1","Les Amants","1968","Estampe","Gravure sur bois de fil, 10/10","67,4 x 52,4 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","La Collection : Tableau inaugural, 1992 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue] | Rétrospective de l’œuvre gravé d’Albert Dumouchel, 1974 [Journal]","la-collection-tableau-inaugural | albert-dumouchel-retrospective-de-l-oeuvre-grave | retrospective-de-l-oeuvre-grave-d-albert-dumouchel_ateliers-1974-5","https://macrepertoire.macm.org/kit/a-73-53-g-1/","les-amants"
"Albert Dumouchel","A 73 52 G 1","Le Choix","1968","Estampe","Gravure sur bois de fil, 5/14","67 x 52,5 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-52-g-1/","le-choix"
"Albert Dumouchel","D 10 17 P 1","Le Petit Cheval rouge","1967","Peinture","Acrylique sur toile","106,7 x 241,9 cm","","","Don de la Famille Dumouchel","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2010","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","","","","","https://macrepertoire.macm.org/kit/d-10-17-p-1/","le-petit-cheval-rouge"
"Albert Dumouchel","A 73 51 G 1","Napoléon","1966-1969","Estampe","Eau-forte, 9/10","52,7 x 75 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-51-g-1/","napoleon"
"Albert Dumouchel","D 10 16 P 2","Anna et ses amies","1966","Peinture","Acrylique sur toile","152,7 x 244,2 cm (l’ensemble)","","","Don de la Famille Dumouchel","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2010","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","","","","","https://macrepertoire.macm.org/kit/d-10-16-p-2/","anna-et-ses-amies"
"Albert Dumouchel","A 66 62 P 1","Un moment dans la vie d’Anna","1966","Peinture","Acrylique sur toile","121,7 x 152,3 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1966","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Les vingt ans du Musée à travers sa collection, 1985-01-27 → 1985-04-21 [Exposition – collection] | Œuvres de la collection permanente du Musée d’art contemporain, 1982-04-08 → 1982-04-14 [Exposition – collection] | Les Arts du Québec, 1974-06-20 → 1974-09-02 [Exposition – temporaire] | Acquisitions ‘66 : Invention, qualité et prestige, 1967-02-28 → 1967-03-19 [Exposition – collection] | Concours artistique du Québec 1966, 1966-09-08 → 1966-09-25 [Exposition – temporaire]","les-vingt-ans-du-musee-a-travers-sa-collection | oeuvres-de-la-collection-permanente-du-musee-d-art-contemporain | les-arts-du-quebec | acquisitions-66-invention-qualite-et-prestige | concours-artistiques-du-quebec-1966","Les Vingt ans du Musée à travers sa collection, 1985 [Catalogue] | Les Arts du Québec : une présentation du Ministère des Affaires culturelles du Québec, 1974 [Catalogue]","les-vingt-ans-du-musee-a-travers-sa-collection | les-arts-du-quebec-une-presentation-du-ministere-des","https://macrepertoire.macm.org/kit/a-66-62-p-1/","un-moment-dans-la-vie-d-anna"
