"libelleNomsArtistes","numero","titre","dateProduction","categorie","materiaux","dimensions","lieuProduction","emplacementOeuvresDansLaVille","provenance","collection","departement","dateAcquisition","oeuvrePrincipale","oeuvrePrincipaleId","elements","elementsId","nomsArtistesTries","artistes","artistesId","evenements","evenementsId","publications","publicationsId","images","id"
"Albert Dumouchel","A 73 42 G 1","Adam et Eve","1965","Estampe","Lithographie, 7/19","56,5 x 76,1 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Trois générations d’art québécois 1940/1950/1960, 1976-06-30 → 1976-09-01 [Exposition – temporaire] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | trois-generation-d-art-quebecois-194019501960 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Trois générations d’art québécois : 1940, 1950, 1960, 1976 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","regard-sur-l-oeuvre-d-albert-dumouchel-1916 | trois-generations-d-art-quebecois-1940-1950 | albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-42-g-1/","adam-et-eve"
"Albert Dumouchel","A 73 49 G 1","Le Balcon","1965","Estampe","Lithographie, 15/15","56,8 x 76 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","La Collection : tableau inaugural, 1992-05-28 → 1994-04-03 [Exposition – collection] | Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","la-collection-tableau-inaugural | albert-dumouchel-un-survol-de-l-oeuvre-gravee | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","La Collection : Tableau inaugural, 1992 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue] | Rétrospective de l’œuvre gravé d’Albert Dumouchel, 1974 [Journal]","la-collection-tableau-inaugural | albert-dumouchel-retrospective-de-l-oeuvre-grave | retrospective-de-l-oeuvre-grave-d-albert-dumouchel_ateliers-1974-5","https://macrepertoire.macm.org/kit/a-73-49-g-1/","le-balcon"
"Albert Dumouchel","A 73 36 G 1","La Chasse aux outardes","1965","Estampe","Lithographie, 3/17","76,4 x 56,7 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","La Collection : tableau inaugural, 1992-05-28 → 1994-04-03 [Exposition – collection] | Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","la-collection-tableau-inaugural | albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","La Collection : Tableau inaugural, 1992 [Catalogue] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue] | Ateliers, 1974 [Journal] | Rétrospective de l’œuvre gravé d’Albert Dumouchel, 1974 [Journal]","la-collection-tableau-inaugural | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave | ateliers_1974-5 | retrospective-de-l-oeuvre-grave-d-albert-dumouchel_ateliers-1974-5","https://macrepertoire.macm.org/kit/a-73-36-g-1/","la-chasse-aux-outardes"
"Albert Dumouchel","A 73 46 G 1","Chopin au Louvre, admirant un Donatello","1965","Estampe","Lithographie, 7/14","65,7 x 50,2 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-46-g-1/","chopin-au-louvre-admirant-un-donatello"
"Albert Dumouchel","A 73 45 G 1","Commérage","1965","Estampe","Lithographie, 7/8","65,6 x 50,4 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-45-g-1/","commerage"
"Albert Dumouchel","A 73 38 G 1","Etendard no 1","1965","Estampe","Lithographie, 14/15","76,1 x 56,5 cm","","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-38-g-1/","etendard-no-1"
"Albert Dumouchel","A 66 41 G 1","Exposition","1965","Estampe","Lithographie, 13/16","65,5 x 50,2 cm","","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1966","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire] | Acquisitions ‘66 : Invention, qualité et prestige, 1967-02-28 → 1967-03-19 [Exposition – collection] | Concours artistique du Québec 1966, 1966-09-08 → 1966-09-25 [Exposition – temporaire]","albert-dumouchel-retrospective-de-l-oeuvre-gravee | acquisitions-66-invention-qualite-et-prestige | concours-artistiques-du-quebec-1966","Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-66-41-g-1/","exposition-66-41"
"Albert Dumouchel","D 65 33 G 1","Exposition","1965","Estampe","Lithographie, 6/16","65,5 x 50,8 cm","","","Don de la Galerie Camille Hébert","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1965","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Les premiers dons 1964-1965, 1995-04-28 → 1995-10-29 [Exposition – collection] | Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Dons faits au Musée, 1966-06-14 → 1966-07-17 [Exposition – collection]","les-premiers-dons-1964-1965 | albert-dumouchel-un-survol-de-l-oeuvre-gravee | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | dons-faits-au-musee","Dons : collection permanente, 1966 [Catalogue]","dons-collection-permanente","https://macrepertoire.macm.org/kit/d-65-33-g-1/","exposition-65-33"
"Albert Dumouchel","A 73 47 G 1","Iroquois attaquant un Jésuite","1965","Estampe","Lithographie, 7/13","50,3 x 65,6 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-47-g-1/","iroquois-attaquant-un-jesuite"
"Albert Dumouchel","A 73 37 G 1","Lettre ouverte à un jeune Beatle anglais","1965","Estampe","Lithographie, 15/16","56,5 x 76,1 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection] | Déclics. Art et société. Le Québec des années 60 et 70, 1999-05-28 → 1999-10-10 [Exposition – temporaire] | La Collection : tableau inaugural, 1992-05-28 → 1994-04-03 [Exposition – collection] | Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Nouvelle figuration en gravure, 1977-09-18 → 1977-10-23 [Exposition – collection (itinérante)] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet | declics-art-et-societe-le-quebec-des-annees-60-et-70 | la-collection-tableau-inaugural | albert-dumouchel-un-survol-de-l-oeuvre-gravee | nouvelle-figuration-en-gravure | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Déclics, art et société : le Québec des années 1960 et 1970, 1999 [Catalogue] | La Collection : Tableau inaugural, 1992 [Catalogue] | Nouvelle figuration en gravure québécoise, 1977 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue] | Rétrospective de l’œuvre gravé d’Albert Dumouchel, 1974 [Journal] | Graveurs du Québec, 1966 [Catalogue]","declics-art-et-societe-le-quebec-des-annees-1960 | la-collection-tableau-inaugural | nouvelle-figuration-en-gravure-quebecoise | albert-dumouchel-retrospective-de-l-oeuvre-grave | retrospective-de-l-oeuvre-grave-d-albert-dumouchel_ateliers-1974-5 | graveurs-du-quebec-2","https://macrepertoire.macm.org/kit/a-73-37-g-1/","lettre-ouverte-a-un-jeune-beatle-anglais"
"Albert Dumouchel","A 73 48 G 1","Le Loup-Garou","1965","Estampe","Lithographie, 15/15","50 x 65,5 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-48-g-1/","le-loup-garou"
"Albert Dumouchel","A 73 43 G 1","Mariage de l’oncle Neufthalie et de la tante Henriette","1965","Estampe","Lithographie, 10/12","50,3 x 65,3 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-43-g-1/","mariage-de-l-oncle-neufthalie-et-de-la-tante-henriette"
"Albert Dumouchel","A 73 50 G 1","La Mort de la cycliste","1965","Estampe","Lithographie, 18/18","56,2 x 76 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-50-g-1/","la-mort-de-la-cycliste"
"Albert Dumouchel","A 73 39 G 1","Passage de caribous","1965","Estampe","Lithographie, 13/17","65,8 x 50,5 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 → 1982 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","La Collection : Tableau inaugural, 1992 [Catalogue] | Regard sur l’œuvre d’Albert Dumouchel (1916-1971), 1979 [Catalogue] | Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue] | Rétrospective de l’œuvre gravé d’Albert Dumouchel, 1974 [Journal]","la-collection-tableau-inaugural | regard-sur-l-oeuvre-d-albert-dumouchel-1916 | albert-dumouchel-retrospective-de-l-oeuvre-grave | retrospective-de-l-oeuvre-grave-d-albert-dumouchel_ateliers-1974-5","https://macrepertoire.macm.org/kit/a-73-39-g-1/","passage-de-caribous"
"Albert Dumouchel","A 73 44 G 1","Tante Maggie dans son berlot","1965","Estampe","Lithographie, 7/10","50,3 x 65,2 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1973","","","","","Dumouchel, Albert","Albert Dumouchel","dumouchel-albert","Albert Dumouchel – un survol de l’œuvre gravée, 1987-02-23 → 1987-03-29 [Exposition – collection] | Albert Dumouchel : rétrospective de l’œuvre gravée, 1975 → 1976 [Exposition itinérante] | Albert Dumouchel : Rétrospective de l’œuvre gravée, 1974-10-10 → 1974-11-10 [Exposition – temporaire]","albert-dumouchel-un-survol-de-l-oeuvre-gravee | albert-dumouchel-retrospective-de-l-oeuvre-gravee-1975 | albert-dumouchel-retrospective-de-l-oeuvre-gravee","Albert Dumouchel : rétrospective de l’œuvre gravé, 1975 [Catalogue]","albert-dumouchel-retrospective-de-l-oeuvre-grave","https://macrepertoire.macm.org/kit/a-73-44-g-1/","tante-maggie-dans-son-berlot"
